n.louvainGlobalComponentId,size(collect(n.wikiID)),collect(n.wikiID),collect(n.en)
1475947,2,"[Q6636,Q6649]","[homosexuality,lesbianism]"
591043,2,"[Q1096907,Q174814]","[electrical grid,electrical substation]"
90731,2,"[Q200125,Q223323]","[expectation,root mean square]"
1385189,2,"[Q1315,Q123524]","[equinox,solstice]"
678602,2,"[Q184748,Q181551]","[codec,RSA]"
492481,2,"[Q161396,Q128480]","[Star of David,flag of Israel]"
1476287,2,"[Q607728,Q47577]","[irrational number,Fibonacci number]"
172932,2,"[Q245122,Q715822]","[scapegoat,succubus]"
290047,2,"[Q163446,Q333631]","[carpet,Cashmere]"
1385296,2,"[Q108000,Q106080]","[freezing,melting]"
1386086,2,"[Q373916,Q205985]","[nymph,goddess]"
557626,2,"[Q34508,Q29576]","[video recording,webcam]"
1388885,2,"[Q193345,Q178285]","[adware,freeware]"
262189,2,"[Q309438,Q422652]","[anabolic steroid,rifampicin]"
1491132,2,"[Q93190,Q49836]","[divorce,wedding]"
1388484,2,"[Q49008,Q50707]","[prime number,composite number]"
1388881,2,"[Q182270,Q170130]","[raster graphics,vector graphic]"
1389015,2,"[Q178564,Q161500]","[nationalization,privatization]"
66024,2,"[Q131288,Q190222]","[immigration,human capital flight]"
248269,2,"[Q85477,Q9794]","[oratorio,reggae]"
668312,2,"[Q193622,Q219578]","[order,Victoria Cross]"
1436290,2,"[Q212344,Q265868]","[inner ear,bone]"
51518,2,"[Q43114,Q170931]","[aikido,Kendo]"
81969,2,"[Q428,Q234262]","[The Qur’an,surah]"
1385672,2,"[Q5507613,Q190845]","[sexual sadism disorder,BDSM]"
1387447,2,"[Q674926,Q30849]","[vlog,blog]"
522252,2,"[Q865325,Q55642411]","[quesadilla,tortilla]"
185533,2,"[Q39911,Q578]","[decade,century]"
1403952,2,"[Q189376,Q272683]","[reduced instruction set computing,instruction set architecture]"
641050,2,"[Q12739,Q862571]","[nuclear power,petroleum industry]"
597369,2,"[Q8789,Q220849]","[cryptography,digital signature]"
1385819,2,"[Q189939,Q130882]","[succulent plant,Allium ursinum]"
1469008,2,"[Q165494,Q234869]","[adhan,salah]"
672561,2,"[Q134435,Q52106]","[topography,biogeography]"
242114,2,"[Q131156,Q180774]","[utopia,dystopia]"
164838,2,"[Q162768,Q155972]","[personal digital assistant,tablet computer]"
531031,2,"[Q123991,Q2879]","[steppe,province or territory of Canada]"
214583,2,"[Q178054,Q162858]","[Alans,Sarmatians]"
1385893,2,"[Q131505,Q184719]","[esotericism,anthroposophy]"
267706,2,"[Q176165,Q80689]","[database management system,Microsoft Access]"
1436307,2,"[Q107647,Q184204]","[phagocyte,macrophage]"
626067,2,"[Q281460,Q1444]","[Pipe organ,organ]"
1511201,2,"[Q34271,Q33081]","[Tibetan,Dzongkha]"
1385995,2,"[Q7150,Q165838]","[ecology,limnology]"
1389983,2,"[Q152018,Q171441]","[ghetto,enclave]"
50881,2,"[Q42344,Q483788]","[cone,atomic radius]"
1386162,2,"[Q161210,Q101497]","[formaldehyde,aldehydes]"
1153534,2,"[Q8377,Q40164]","[oboe,lever]"
60126,2,"[Q189673,Q725668]","[dissociation,marinating]"
1386040,2,"[Q83147,Q102500]","[chemical formula,chemical symbol]"
1341697,2,"[Q219102,Q712294]","[Cushing's syndrome,adrenal gland]"
132926,2,"[Q61457,Q372524]","[acetaldehyde,benzaldehyde]"
1386209,2,"[Q37425,Q133105]","[knee,leg]"
27414,2,"[Q189533,Q217577]","[academic degree,diploma]"
1461256,2,"[Q191035,Q131361]","[sarcasm,irony]"
1386134,2,"[Q207721,Q483538]","[latent heat,enthalpy of vaporization]"
1386276,2,"[Q323996,Q187900]","[demonology,Christology]"
170761,2,"[Q121393,Q201196]","[Passover,Shavuot]"
560196,2,"[Q12888135,Q143739]","[candle,beeswax]"
1479872,2,"[Q15138389,Q17362920]","[Wikimedia article page,Wikimedia duplicated page]"
1390042,2,"[Q181733,Q171504]","[Praetorian Guard,Pontifical Swiss Guard]"
486175,2,"[Q309078,Q842262]","[wide-body aircraft,narrow-body airliner]"
1386234,2,"[Q41583,Q3665646]","[coach,basketball player]"
198164,2,"[Q309310,Q695838]","[isolationism,internationalism]"
37142,2,"[Q181767,Q11175]","[stress,circumflex]"
564928,2,"[Q128635,Q179222]","[value-added tax,income tax]"
1389685,2,"[Q34027,Q36477]","[latitude,longitude]"
8669,2,"[Q41254,Q223313]","[Grammy Awards,BRIT Awards]"
1386380,2,"[Q19652,Q50423863]","[public domain,copyrighted]"
1427033,2,"[Q51724,Q733786]","[Jedi,monk]"
586382,2,"[Q912751,Q12171]","[cellular respiration,menstruation in humans]"
1387206,2,"[Q484830,Q163214]","[barter,diffusion]"
168606,2,"[Q379932,Q203540]","[herbal tea,mate]"
1388559,2,"[Q6265342,Q10764194]","[plus sign,minus sign]"
1385331,2,"[Q1983062,Q526877]","[episode,web series]"
1364710,2,"[Q148578,Q149918]","[space observatory,communications satellite]"
180230,2,"[Q131207,Q223807]","[cosmetics,nail polish]"
580657,2,"[Q131582,Q151070]","[tiramisu,powdered sugar]"
1390517,2,"[Q83311,Q389688]","[Persian Empire,Achaemenid Empire]"
1472519,2,"[Q208172,Q654236]","[baguette,edible mushroom]"
130276,2,"[Q7252,Q181339]","[feminism,patriarchy]"
640685,2,"[Q644302,Q178354]","[motivation,reason]"
56402,2,"[Q808266,Q157195]","[bartender,waiter]"
172063,2,"[Q1662673,Q658022]","[gender studies,queer theory]"
1386653,2,"[Q1860,Q7979]","[English,British English]"
1384300,2,"[Q165192,Q1323191]","[Swedes,costume designer]"
784608,2,"[Q68676,Q2334719]","[life imprisonment,legal case]"
632152,2,"[Q134550,Q976327]","[transliteration,romanization]"
459111,2,"[Q203507,Q51669]","[Amorites,Israelites]"
678851,2,"[Q5290,Q83341]","[computer monitor,liquid-crystal display]"
582067,2,"[Q11288,Q6368]","[web server,web browser]"
62914,2,"[Q11404,Q193666]","[drum,tambourine]"
1455570,2,"[Q726,Q188828]","[horse,pony]"
1386913,2,"[Q155930,Q2811]","[maritime transport,submarine]"
632216,2,"[Q123006,Q26102]","[Kabbalah,whistleblower]"
1386957,2,"[Q124164,Q159241]","[alternating current,direct current]"
546282,2,"[Q101935,Q150]","[Huguenot,French]"
222740,2,"[Q975085,Q126807]","[primary education,kindergarten]"
651099,2,"[Q81881,Q143873]","[fork,cogwheel]"
1387072,2,"[Q28350,Q105790271]","[lipoprotein,myelin]"
190965,2,"[Q315860,Q29956617]","[Calcitonin,growth hormone]"
25697,2,"[Q638290,Q10289]","[Rakı,barrel]"
1510215,2,"[Q8142,Q45803]","[currency,dowry]"
579035,2,"[Q7026,Q8765]","[Catalan,Aragonese]"
1387165,2,"[Q147085,Q35668]","[Anatolian,Hittite]"
459975,2,"[Q187510,Q207696]","[rechargeable battery,uninterruptible power supply]"
1387208,2,"[Q131779,Q42106]","[antonym,synonym]"
1481488,2,"[Q190727,Q187408]","[rhyolite,diorite]"
1387237,2,"[Q182186,Q875937]","[pentagram,isosceles triangle]"
246918,2,"[Q215127,Q483921]","[sexual arousal,adaptation]"
584751,2,"[Q36341,Q33609]","[brown bear,polar bear]"
1385783,2,"[Q1093434,Q1056396]","[citizen science,human resource management]"
1387857,2,"[Q102047,Q134830]","[suffix,prefix]"
196273,2,"[Q9083,Q9078]","[Lithuanian,Latvian]"
1389163,2,"[Q159385,Q191320]","[geopolitics,political geography]"
96115,2,"[Q133220,Q190149]","[sonar,photogrammetry]"
188377,2,"[Q182473,Q484028]","[Intercontinental Cup,UEFA Super Cup]"
676674,2,"[Q165308,Q7533]","[pumpkin,zucchini]"
727300,2,"[Q79871,Q192909]","[anger,scandal]"
1451917,2,"[Q231088,Q273027]","[vermouth,Martini]"
1492555,2,"[Q223335,Q79872]","[structured programming,object-oriented programming]"
1475940,2,"[Q127885,Q147239]","[Serbs,Kashubians]"
245705,2,"[Q170963,Q389772]","[virtual private network,data transmission]"
1389141,2,"[Q837322,Q221618]","[sex industry,sex shop]"
6943,2,"[Q22645,Q270285]","[smartphone,Apple TV]"
101413,2,"[Q179399,Q181257]","[infertility,prostate cancer]"
87782,2,"[Q1857,Q19569]","[lutetium,lanthanide]"
187060,2,"[Q178243,Q7905205]","[musket,mortar]"
1387865,2,"[Q268930,Q48143]","[meninges,meningitis]"
669405,2,"[Q1065,Q386120]","[United Nations,United Nations Industrial Development Organization]"
270126,2,"[Q47913,Q192350]","[intelligence agency,ministry]"
192193,2,"[Q11002,Q11358]","[sugar,carbohydrate]"
650753,2,"[Q866081,Q1076509]","[femininity,masculinity]"
619010,2,"[Q155925,Q846270]","[saliva,gastric acid]"
526553,2,"[Q223535,Q2078]","[Matroska,SVG]"
1388135,2,"[Q7867,Q41630]","[psychiatry,psychoanalysis]"
1503547,2,"[Q22006653,Q838368]","[color,black and white]"
1388156,2,"[Q745692,Q1516555]","[political sociology,intersectionality]"
781505,2,"[Q816432,Q162314]","[project manager,Roman law]"
88896,2,"[Q36870,Q150352]","[first language,foreign language]"
1388250,2,"[Q163727,Q1765120]","[bachelor's degree,Bachelor of Arts]"
63887,2,"[Q103632,Q191448]","[chess opening,xiangqi]"
61803,2,"[Q150452,Q186101]","[Nasturtium officinale,aquatic plant]"
1387114,2,"[Q168983,Q169950]","[conflagration,wildfire]"
160104,2,"[Q41581,Q150668]","[alkane,heptane]"
591915,2,"[Q6498477,Q5167661]","[lust,justice]"
566957,2,"[Q240673,Q160151]","[cost,price]"
142955,2,"[Q902104,Q875538]","[private university,public university]"
1388550,2,"[Q6895044,Q116634]","[multiplayer video game,online game]"
1385155,2,"[Q163140,Q191057]","[Wahhabism,Salafism]"
517392,2,"[Q167884,Q210583]","[burqa,niqab]"
10432,2,"[Q249,Q273353]","[wireless communication,near-field communication]"
101633,2,"[Q200092,Q853630]","[horror film,slasher film]"
1495009,2,"[Q243462,Q185547]","[chi-squared distribution,binomial distribution]"
269935,2,"[Q216541,Q222982]","[chauffeur,flying ace]"
1482298,2,"[Q107679,Q34038]","[cliff,waterfall]"
1389024,2,"[Q80970,Q171201]","[Orthodox Judaism,Hasidism]"
1478186,2,"[Q7754,Q193756]","[mathematical analysis,complex analysis]"
1389254,2,"[Q1288568,Q45762]","[modern language,dead language]"
1388450,2,"[Q57751738,Q165028]","[Coronavirus,bacteriophage]"
212689,2,"[Q55488,Q728937]","[railway station,railway line]"
595039,2,"[Q235779,Q131251]","[hedge,tangent]"
1488461,2,"[Q43013,Q185598]","[notebook,diary]"
146088,2,"[Q47128,Q34636]","[Christmas tree,Art Nouveau]"
1384647,2,"[Q4022,Q43197]","[river,river delta]"
174549,2,"[Q7566,Q308194]","[parent,daughter]"
1481856,2,"[Q2863,Q180204]","[cologne,shampoo]"
269435,2,"[Q244226,Q15835]","[Japanese rock garden,Japanese garden]"
1493344,2,"[Q212878,Q188830]","[husband,wife]"
1389809,2,"[Q180592,Q170480]","[social philosophy,eugenics]"
198729,2,"[Q852835,Q181600]","[customer,patient]"
214614,2,"[Q213711,Q204632]","[hurling,Gaelic football]"
1474856,2,"[Q2130,Q782543]","[favicon,graphical user interface]"
168772,2,"[Q207320,Q156611]","[paramilitary,Free Corps]"
650638,2,"[Q200227,Q170043]","[negative real number,perfect number]"
260228,2,"[Q83203,Q181360]","[centaur,harpies]"
82867,2,"[Q44337,Q2739329]","[matrix,square matrix]"
182959,2,"[Q744038,Q142554]","[role-playing video game,cosplay]"
1390371,2,"[Q178932,Q162455]","[Reynolds number,Gini coefficient]"
1390496,2,"[Q192424,Q178598]","[anarcho-capitalism,libertarianism]"
577593,2,"[Q1404472,Q201405]","[Italian Renaissance,Renaissance music]"
1442839,2,"[Q46839,Q41075]","[LGBT parenting,civil union]"
1390844,2,"[Q103204,Q269415]","[Flickr,digital distribution]"
90506,2,"[Q153562,Q54831]","[opera house,amphitheatre]"
652146,1,[Q132377],[Davis Cup]
1384075,1,[Q207695],[Zelenograd]
1155251,1,[Q162691],[Assumption of Mary]
208706,1,[Q131677],[bulldozer]
642243,1,[Q170153],[ziggurat]
1384091,1,[Q82866],[Lent]
1384105,1,[Q33856],[Papiamento]
614094,1,[Q1487],[hacker]
1479699,1,[Q38720],[windmill]
1449467,1,[Q9798],[saxophone]
1384142,1,[Q125168],[Marshal of the Soviet Union]
1384166,1,[Q170002],[maltose]
703228,1,[Q587],[All Saints' Day]
599593,1,[Q34137],[Tswana]
288359,1,[Q60235],[caffeine]
1384233,1,[Q8201],[Chinese characters]
1384243,1,[Q34812],[New Year]
1384251,1,[Q164666],[plagiarism]
157790,1,[Q18225],[vitamin A]
160250,1,[Q37525],[glucose]
615028,1,[Q178074],[veto power]
1387495,1,[Q170451],[logic gate]
597378,1,[Q40779],[Roman consul]
1384312,1,[Q1306],[tennessine]
135623,1,[Q15184295],[Wikimedia module]
679803,1,[Q1622272],[university teacher]
444011,1,[Q334640],[tautomer]
524163,1,[Q56506],[Blitzkrieg]
275612,1,[Q14763008],[mitotic cell cycle]
593969,1,[Q186196],[Youth Olympic Games]
127200,1,[Q180623],[acetylcholine]
618667,1,[Q186157],[filename extension]
1384448,1,[Q26075],[hydrogen cyanide]
1495101,1,[Q101244],[acronym]
1508477,1,[Q40237],[Golden Raspberry Awards]
1384474,1,[Q145869],[Ranunculaceae]
1384504,1,[Q270791],[state-owned enterprise]
1384509,1,[Q131517],[Prunus cerasus]
96942,1,[Q160342],[track]
691977,1,[Q184084],[beriberi]
1384538,1,[Q193312],[Anglican Communion]
231116,1,[Q161437],[ophthalmology]
235406,1,[Q48806],[Space Shuttle]
372129,1,[Q33968],[Ossetian]
1384553,1,[Q188642],[Game Boy Advance]
483196,1,[Q12581],[troll]
299512,1,[Q184356],[radio telescope]
85234,1,[Q180711],[search engine optimization]
673708,1,[Q11761],[Bronze Age]
1390119,1,[Q17951],[jargon]
260225,1,[Q190812],[major scale]
669464,1,[Q48196],[stem cell]
570461,1,[Q1147152],[cognitive behavioral therapy]
1424790,1,[Q41273],[momentum]
1448018,1,[Q209465],[campus]
676013,1,[Q157991],[Adansonia]
595992,1,[Q22169],[GNU Free Documentation License]
608115,1,[Q12174],[obesity]
1497248,1,[Q101401],[bell]
1404719,1,[Q13365595],[proportional representation]
1384791,1,[Q179945],[psoriasis]
1495011,1,[Q200312],[convergent evolution]
785541,1,[Q212379],[female ejaculation]
1384721,1,[Q179299],[RAID]
1384751,1,[Q485417],[skinhead]
1384758,1,[Q186517],[parasitism]
1384769,1,[Q194448],[otaku]
1481961,1,[Q42918],[mutation]
135116,1,[Q212936],[aflatoxins]
242867,1,[Q724351],[asexuality]
642461,1,[Q484215],[federal district of Russia]
1384799,1,[Q331818],[gibberellins]
241532,1,[Q208233],[Emperor of Japan]
8078,1,[Q80877],[nuclear reactor]
677246,1,[Q8388],[pedophilia]
1384863,1,[Q105522],[uric acid]
1384126,1,[Q169940],[deforestation]
1303656,1,[Q6663],[hamburger]
988415,1,[Q82972],[history of China]
1389189,1,[Q6592],[trans-Neptunian object]
728865,1,[Q160590],[utilitarianism]
602354,1,[Q5111],[Abkhaz]
1384910,1,[Q156478],[Pour le Mérite]
146255,1,[Q183290],[L-serine]
1291847,1,[Q183984],[futures contract]
1384859,1,[Q207822],[product packaging]
81957,1,[Q11022],[screw]
1384935,1,[Q188914],[Hugo Award]
1384937,1,[Q35565],[Tatars]
122494,1,[Q140028],[free fall]
1396749,1,[Q168796],[spirituality]
91881,1,[Q507443],[pharmaceutical industry]
1458497,1,[Q105420],[anthology]
258760,1,[Q208478],[old-growth forest]
205006,1,[Q205764],[endometriosis]
179077,1,[Q170355],[Indigenous Australians]
190858,1,[Q66589593],[galactose]
1388506,1,[Q43200],[bisexuality]
586446,1,[Q34132],[cylinder]
246428,1,[Q194465],[annexation]
1385061,1,[Q123737],[Emmy Award]
1385081,1,[Q141180],[vitamin E]
128273,1,[Q151324],[propylene]
1385092,1,[Q15779],[toluene]
1385101,1,[Q427],[Kuiper belt]
190486,1,[Q207688],[oleic acid]
154451,1,[Q180341],[DL-methionine]
190380,1,[Q36933],[ozone]
1385150,1,[Q622662],[heavy industry]
1385152,1,[Q214634],[cloud chamber]
1385154,1,[Q184186],[original sin]
129247,1,[Q1900281],[perspective]
1444998,1,[Q162719],[neoliberalism]
1386452,1,[Q133895],[tricarboxylic acid cycle]
266582,1,[Q468469],[seabed]
1385207,1,[Q9217],[Thai]
1326867,1,[Q133772],[dental caries]
186388,1,[Q177941],[nylon]
547453,1,[Q18097],[Korea]
221785,1,[Q14211],[Prime Minister of the United Kingdom]
273899,1,[Q189621],[heme]
782353,1,[Q258307],[national security]
1385278,1,[Q181003],[tryptophan]
253521,1,[Q7930],[Malagasy]
142928,1,[Q156624],[paparazzi]
202534,1,[Q148837],[polis]
1441736,1,[Q173670],[L-arginine]
196277,1,[Q33136],[Baltic]
1385326,1,[Q190012],[adenosine]
1385335,1,[Q191825],[Mishnah]
1440846,1,[Q243519],[velvet]
1385357,1,[Q83165],[nutmeg]
1385376,1,[Q191700],[benzoic acid]
1385397,1,[Q7156],[FC Barcelona]
580379,1,[Q44497],[mining]
194620,1,[Q188154],[pectin]
134440,1,[Q207238],[rafting]
585069,1,[Q188507],[apartment]
682348,1,[Q46335],[typewriter]
182053,1,[Q5139011],[foreplay]
1398080,1,[Q23718],[cardinal direction]
559671,1,[Q178748],[iris]
527320,1,[Q369747],[war film]
183604,1,[Q321263],[sparkling wine]
163844,1,[Q170304],[dopamine]
570350,1,[Q1129409],[far-left]
93334,1,[Q15033],[aleph]
569203,1,[Q12100],[fencing]
520293,1,[Q45003],[entropy]
163682,1,[Q185690],[corticotropin]
1384472,1,[Q2025],[carbon monoxide]
1493601,1,[Q407212],[polycyclic aromatic hydrocarbons]
174292,1,[Q189975],[Inuit]
1385561,1,[Q2074737],[municipality of Spain]
542116,1,[Q17295],[Euclidean space]
95930,1,[Q42586],[elbow]
1385573,1,[Q14420],[Order of the British Empire]
1500202,1,[Q184631],[ballistics]
1387211,1,[Q33881],[Tour de France]
33183,1,[Q44356],[tsar]
1476561,1,[Q30121],[pasture]
84911,1,[Q737498],[academic journal]
853843,1,[Q14185],[Occitan]
45572,1,[Q188675],[signature]
8961,1,[Q162827],[atlas]
171810,1,[Q7212330],[tobacco smoking]
1385649,1,[Q181510],[Tantra]
1385654,1,[Q386025],[octave]
1385655,1,[Q186414],[aniline]
1291407,1,[Q193430],[heterocyclic compound]
160199,1,[Q132501],[glycerol]
580478,1,[Q131596],[farm]
268647,1,[Q194188],[spaceport]
607999,1,[Q8161],[tax]
171811,1,[Q175249],[hoplite]
1080386,1,[Q212082],[infrasound]
853576,1,[Q12190],[penicillin]
177639,1,[Q201424],[nuclear war]
160993,1,[Q80294],[cellulose]
42184,1,[Q9764],[flamenco]
144089,1,[Q190156],[carotene]
1385775,1,[Q33239],[Cebuano]
1385776,1,[Q274948],[Prime Minister of Japan]
676403,1,[Q192299],[county of Norway]
1385784,1,[Q245],[Raspberry Pi]
27090,1,[Q181787],[android]
261475,1,[Q2182],[QRpedia]
493683,1,[Q839078],[Prime Minister of Canada]
541074,1,[Q488532],[Rorschach Test]
520489,1,[Q44782],[port]
1059840,1,[Q183635],[feedback]
1386300,1,[Q13228],[cream]
1385895,1,[Q219423],[mural]
89825,1,[Q178795],[land mine]
125529,1,[Q171973],[thymine]
228227,1,[Q2347975],[Governor of New York]
90377,1,[Q2822895],[lithium-ion battery]
1497239,1,[Q725377],[graphic novel]
189034,1,[Q787],[pig]
637892,1,[Q43177],[chlorophyll]
616510,1,[Q12802],[nuclear weapon]
63470,1,[Q56155],[desktop computer]
685342,1,[Q192776],[artificial neural network]
75071,1,[Q171495],[mattress]
64418,1,[Q193219],[subsidy]
581505,1,[Q186347],[caravanserai]
208453,1,[Q22664],[geographic coordinate system]
1385998,1,[Q506],[flower]
69491,1,[Q191010],[titration]
1469687,1,[Q7857],[toilet]
133913,1,[Q14090],[bikini]
1386025,1,[Q166849],[magnifying glass]
1387533,1,[Q150986],[siren]
2405,1,[Q14659],[coat of arms]
670819,1,[Q12156],[malaria]
1386056,1,[Q9166],[Maltese]
159708,1,[Q43041],[hemoglobin]
178120,1,[Q42365],[Old English]
229790,1,[Q81406],[alkene]
1386118,1,[Q173801],[eardrum]
1389147,1,[Q33111],[Corsican]
144792,1,[Q202501],[royal jelly]
1386131,1,[Q7181],[globalisation]
607309,1,[Q870],[train]
33268,1,[Q381160],[expert]
610388,1,[Q22693],[olivine]
160661,1,[Q262547],[anthocyanins]
1386171,1,[Q25325],[Frisian]
1442607,1,[Q1099],[antimony]
81785,1,[Q34396],[soap]
185528,1,[Q202843],[linear programming]
1386188,1,[Q38592],[Devanagari]
681684,1,[Q595448],[postmodern architecture]
458600,1,[Q182133],[syllabary]
1386204,1,[Q16336],[scapula]
700714,1,[Q186356],[New Deal]
651061,1,[Q270907],[ATP Finals]
1386210,1,[Q9027],[Swedish]
1386244,1,[Q6034],[Dada]
146138,1,[Q370515],[new wave of British heavy metal]
1386255,1,[Q482942],[Azerbaijanis]
127189,1,[Q174936],[glycogen]
273895,1,[Q182168],[nitrate ion]
1466978,1,[Q190973],[Dassault Rafale]
628999,1,[Q43521],[geologic time scale]
532252,1,[Q58635],[Punjabi]
165637,1,[Q770135],[belt conveyor]
1386324,1,[Q170284],[Finns]
219716,1,[Q3220391],[social networking service]
1386328,1,[Q678522],[universal basic income]
546626,1,[Q63391344],[antimicrobial resistance]
566816,1,[Q202173],[hordeolum]
1386348,1,[Q46525],[Pulitzer Prize]
1386349,1,[Q81893],[hryvnia]
1475959,1,[Q6113985],[Upanishads]
169444,1,[Q186529],[narcissism]
729948,1,[Q159675],[tributary]
1386386,1,[Q168291],[cornea]
1386389,1,[Q128124],[audio engineer]
1338929,1,[Q104280],[gums]
1386414,1,[Q183548],[voyeurism]
1397248,1,[Q10861465],[brother]
780712,1,[Q193592],[midfielder]
653149,1,[Q23498],[archaeology]
1389838,1,[Q33487],[homophobia]
193043,1,[Q163648],[DDT]
1471566,1,[Q186150],[fallacy]
249500,1,[Q283],[water]
288216,1,[Q206978],[Sprite]
145530,1,[Q168247],[famine]
63724,1,[Q132453],[developed country]
1385519,1,[Q80056],[sonnet]
1386540,1,[Q209041],[platonic love]
1386546,1,[Q216320],[fluid dynamics]
551042,1,[Q191307],[BSD licenses]
595660,1,[Q5198662],[cycling infrastructure]
188515,1,[Q131172],[welding]
166699,1,[Q1002697],[periodical]
675371,1,[Q229345],[karaoke]
1386622,1,[Q34706],[leopard]
231087,1,[Q254183],[augmented reality]
1461535,1,[Q334645],[surrogacy]
99774,1,[Q999259],[ancient Greek philosophy]
1425048,1,[Q842206],[money supply]
612016,1,[Q172317],[hijab]
199383,1,[Q48091],[region of England]
1386652,1,[Q644371],[international airport]
1383316,1,[Q143252],[polytetrafluoroethylene]
80489,1,[Q179115],[widow]
1386662,1,[Q43648],[hydrocarbon]
20410,1,[Q1093205],[cisgender]
160706,1,[Q49546],[acetone]
269453,1,[Q185363],[chronicle]
1386702,1,[Q25289],[Cornish]
1387124,1,[Q200535],[wealth]
1393298,1,[Q595094],[sister]
1435966,1,[Q46452],[opium]
3584,1,[Q157037],[apostolic nuncio]
472705,1,[Q216635],[stoma]
1388787,1,[Q15605],[cosmic microwave background]
1386772,1,[Q43006],[tattooing]
1449346,1,[Q209727],[palmitic acid]
1317808,1,[Q204113],[trapezius muscle]
273007,1,[Q82650],[taxi]
561347,1,[Q1088],[blue]
147149,1,[Q275186],[gang]
1451735,1,[Q466109],[subgroup]
1387859,1,[Q179405],[reflex]
140384,1,[Q54795],[pubic hair]
213298,1,[Q61515],[outsourcing]
261883,1,[Q243465],[trans fat]
1469057,1,[Q33573],[Kinyarwanda]
688749,1,[Q38108],[figure skating]
275384,1,[Q189814],[endocytosis]
483437,1,[Q172618],[intelligent design]
36598,1,[Q159979],[twin]
1386894,1,[Q1196645],[Canadians]
721864,1,[Q3887],[solar eclipse]
1386924,1,[Q13219273],[en dash]
506807,1,[Q35831],[sleep]
247070,1,[Q7246],[unicorn]
190228,1,[Q212364],[terpene]
1386962,1,[Q24238356],[unknown]
1386992,1,[Q964],[Wikinews]
158643,1,[Q225045],[carbon tetrachloride]
629594,1,[Q190016],[heparin]
1387016,1,[Q28734],[nucleoside]
1390389,1,[Q139],[queen]
1449360,1,[Q193166],[choline]
209868,1,[Q154136],[human sexuality]
531276,1,[Q464859],[sexual attraction]
163727,1,[Q186915],[phospholipids]
1388028,1,[Q625957],[whipped cream]
190464,1,[Q43656],[cholesterol]
212540,1,[Q208730],[Austrian schilling]
1390855,1,[Q841760],[President of Cyprus]
1385093,1,[Q132744],[fax]
60448,1,[Q217446],[lollipop]
1387103,1,[Q7363],[nose]
525135,1,[Q24905],[verb]
1387137,1,[Q873072],[clitoris]
125110,1,[Q1318776],[testosterone]
577193,1,[Q7362],[ear]
1477447,1,[Q198654],[pineal gland]
726698,1,[Q508719],[alumnus]
59952,1,[Q289891],[enemy]
242550,1,[Q82753],[computer file]
602531,1,[Q16560],[palace]
731176,1,[Q210392],[killed in action]
1352527,1,[Q189580],[acromegaly]
191248,1,[Q277954],[estrogen]
577905,1,[Q877693],[rap rock]
1120763,1,[Q580750],[conscription]
243073,1,[Q8777],[Hypertext Transfer Protocol]
1387236,1,[Q223393],[literary genre]
1388359,1,[Q217111],[bradycardia]
187983,1,[Q182453],[adiabatic process]
1387245,1,[Q7976],[American English]
543249,1,[Q189588],[stomach cancer]
641923,1,[Q47629],[German cuisine]
693971,1,[Q165436],[assembly language]
194610,1,[Q36633],[prostitution]
659328,1,[Q198998],[Coptic Orthodox Church]
1387270,1,[Q178995],[HTTP cookie]
729818,1,[Q4006],[map]
552168,1,[Q189125],[transgender]
168285,1,[Q485016],[kolkhoz]
626524,1,[Q13196750],[left]
547557,1,[Q133993],[penile erection]
638085,1,[Q189033],[medulla oblongata]
72944,1,[Q31528],[beak]
1387368,1,[Q174416],[herpetology]
1387370,1,[Q187432],[scripting language]
144191,1,[Q46220103],[phosphates]
1387376,1,[Q160020],[shadow]
585948,1,[Q50030],[watercolor]
581604,1,[Q223569],[women's rights]
1389175,1,[Q19610114],[Nintendo Switch]
460061,1,[Q172587],[stainless steel]
686032,1,[Q1193907],[link rot]
178456,1,[Q46261],[Romanesque architecture]
1387421,1,[Q244627],[Brainfuck]
163708,1,[Q185906],[DL-asparagine]
65781,1,[Q201022],[folk dance]
1387426,1,[Q192084],[metrosexual]
1387434,1,[Q190463],[Lagrangian point]
1461116,1,[Q194277],[action potential]
94013,1,[Q23118],[lysergic acid diethylamide]
546042,1,[Q319608],[address]
559940,1,[Q4287],[margarine]
525347,1,[Q72313],[electric motor]
679615,1,[Q44559],[extrasolar planet]
1503145,1,[Q8452],[abortion]
1393185,1,[Q8463],[slavery]
126253,1,[Q179271],[D-ribofuranose]
169192,1,[Q213608],[beatboxing]
1356050,1,[Q188874],[colorectal cancer]
1387535,1,[Q200034],[pointillism]
1406562,1,[Q190109],[field]
236852,1,[Q29643],[Wi-Fi]
18719,1,[Q183427],[hash function]
24285,1,[Q404973],[Peking duck]
1387586,1,[Q122131],[history of Germany]
245649,1,[Q171990],[laissez faire]
230433,1,[Q14599311],[apoptotic process]
63691,1,[Q181800],[Juche]
1368625,1,[Q185733],[philanthropy]
180071,1,[Q201171],[Lamb of God]
1366328,1,[Q188968],[perspective]
1387636,1,[Q192930],[Chinchilla]
550911,1,[Q561],[human tooth]
1387648,1,[Q234181],[quantum gravity]
1387656,1,[Q14658],[Portable Operating System Interface]
1385466,1,[Q204854],[première]
1397021,1,[Q5607],[modem]
782695,1,[Q192125],[liberal democracy]
604277,1,[Q205388],[Zohar]
189382,1,[Q178425],[cytosine]
1387686,1,[Q1713],[citation]
1482877,1,[Q204933],[decapitation]
